bank_name,review_text,rating,sentiment_score,review_date,thumbs_up,text_length,word_count,source,app_version,sentiment_label,month
Awash Bank,The app keeps having problems with login troubles.,2,-0.336,2025-05-07,1,50,8,Google Play Store,3.5.79,negative,2025-05
Commercial Bank of Ethiopia,Please fix the app crashes frequently problem!,1,-1.0,2025-06-04,0,46,7,Google Play Store,1.2.89,negative,2025-06
Bank of Abyssinia,Bank of Abyssinia has the best smooth experience feature.,5,1.0,2025-03-20,0,57,9,Google Play Store,3.9.89,positive,2025-03
Bank of Abyssinia,Highly recommended for smooth experience.,5,0.927,2025-01-07,4,41,5,Google Play Store,3.7.27,positive,2025-01
Bank of Abyssinia,Bank of Abyssinia has the best user-friendly interface feature.,5,0.515,2025-11-07,4,63,9,Google Play Store,3.7.76,positive,2025-11
Commercial Bank of Ethiopia,I love how easy it is to do good customer support.,5,0.826,2025-09-04,3,50,11,Google Play Store,2.3.53,positive,2025-09
Bank of Abyssinia,I love how easy it is to do secure transactions.,4,1.0,2025-10-06,3,48,10,Google Play Store,4.8.71,positive,2025-10
Awash Bank,Please fix the notification delays problem!,1,-1.0,2025-06-04,0,43,6,Google Play Store,4.5.3,negative,2025-06
Awash Bank,Awash Bank has the best easy registration feature.,5,0.61,2025-11-24,3,50,8,Google Play Store,3.1.77,positive,2025-11
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best easy to use feature.,5,0.625,2024-12-14,2,61,11,Google Play Store,4.7.34,positive,2024-12
Bank of Abyssinia,Disappointed with buggy updates issues.,1,-1.0,2025-01-13,1,39,5,Google Play Store,4.7.94,negative,2025-01
Bank of Abyssinia,The app keeps having problems with buggy updates.,1,-0.78,2025-09-14,2,49,8,Google Play Store,4.3.66,negative,2025-09
Bank of Abyssinia,Bank of Abyssinia has the best user-friendly interface feature.,5,1.0,2025-01-25,3,63,9,Google Play Store,4.6.27,positive,2025-01
Commercial Bank of Ethiopia,Highly recommended for reliable service.,5,0.66,2025-10-02,4,40,5,Google Play Store,1.3.33,positive,2025-10
Dashen Bank,Highly recommended for quick setup.,5,0.75,2025-11-23,2,35,5,Google Play Store,4.0.91,positive,2025-11
Awash Bank,Highly recommended for helpful customer service.,4,0.769,2025-10-02,3,48,6,Google Play Store,4.1.32,positive,2025-10
Commercial Bank of Ethiopia,I love how easy it is to do convenient.,5,0.73,2025-08-30,7,39,9,Google Play Store,2.8.27,positive,2025-08
Commercial Bank of Ethiopia,The app works perfectly for reliable service.,5,0.759,2025-03-01,3,45,7,Google Play Store,1.6.83,positive,2025-03
Commercial Bank of Ethiopia,Highly recommended for reliable service.,5,0.614,2025-09-07,8,40,5,Google Play Store,2.3.18,positive,2025-09
Dashen Bank,Disappointed with complex navigation issues.,1,-0.962,2025-05-20,0,44,5,Google Play Store,4.7.28,negative,2025-05
Commercial Bank of Ethiopia,Excellent experience with fast money transfer.,5,0.939,2025-11-16,2,46,6,Google Play Store,1.8.14,positive,2025-11
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best good customer support feature.,5,0.823,2025-05-04,2,71,11,Google Play Store,3.6.85,positive,2025-05
Bank of Abyssinia,The app keeps having problems with buggy updates.,2,-0.59,2025-09-22,2,49,8,Google Play Store,2.5.58,negative,2025-09
Commercial Bank of Ethiopia,"Frustrated with login problems, needs immediate attention.",2,-0.931,2025-04-27,2,58,7,Google Play Store,4.1.77,negative,2025-04
Bank of Abyssinia,The app works perfectly for smooth experience.,4,0.995,2025-06-01,0,46,7,Google Play Store,2.4.49,positive,2025-06
Commercial Bank of Ethiopia,"Frustrated with update issues, needs immediate attention.",2,-0.526,2025-01-10,2,57,7,Google Play Store,3.6.33,negative,2025-01
Commercial Bank of Ethiopia,I love how easy it is to do convenient.,4,0.917,2025-11-30,2,39,9,Google Play Store,4.0.6,positive,2025-11
Commercial Bank of Ethiopia,update issues is making the app unusable.,2,-1.0,2025-04-28,1,41,7,Google Play Store,2.3.23,negative,2025-04
Awash Bank,slow transactions is making the app unusable.,1,-0.902,2025-08-17,1,45,7,Google Play Store,2.5.16,negative,2025-08
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best good customer support feature.,5,0.776,2024-12-20,4,71,11,Google Play Store,2.7.68,positive,2024-12
Bank of Abyssinia,Please fix the poor connectivity problem!,2,-0.798,2024-12-15,1,41,6,Google Play Store,4.2.2,negative,2024-12
Commercial Bank of Ethiopia,I love how easy it is to do easy to use.,4,0.992,2025-09-27,1,40,11,Google Play Store,3.1.69,positive,2025-09
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best fast money transfer feature.,4,0.498,2025-07-11,2,69,11,Google Play Store,2.5.37,positive,2025-07
Dashen Bank,Please fix the complex navigation problem!,2,-0.918,2025-02-17,1,42,6,Google Play Store,3.1.37,negative,2025-02
Commercial Bank of Ethiopia,slow loading time is making the app unusable.,1,-0.568,2025-09-12,0,45,8,Google Play Store,4.5.34,negative,2025-09
Bank of Abyssinia,Bank of Abyssinia has the best user-friendly interface feature.,4,1.0,2025-02-05,4,63,9,Google Play Store,3.9.46,positive,2025-02
Commercial Bank of Ethiopia,Excellent experience with easy to use.,5,1.0,2024-12-19,3,38,6,Google Play Store,4.3.10,positive,2024-12
Commercial Bank of Ethiopia,slow loading time is making the app unusable.,2,-0.545,2025-08-14,2,45,8,Google Play Store,3.6.0,negative,2025-08
Awash Bank,Awash Bank has the best easy registration feature.,5,0.36,2025-09-25,5,50,8,Google Play Store,1.0.69,positive,2025-09
Awash Bank,Please fix the outdated interface problem!,2,-0.395,2025-03-23,0,42,6,Google Play Store,4.4.14,negative,2025-03
Bank of Abyssinia,Highly recommended for secure transactions.,5,0.913,2025-01-26,5,43,5,Google Play Store,1.7.7,positive,2025-01
Bank of Abyssinia,Please fix the high fees problem!,1,-0.746,2025-03-02,1,33,6,Google Play Store,2.8.92,negative,2025-03
Bank of Abyssinia,Bank of Abyssinia has the best smooth experience feature.,5,0.962,2025-10-27,1,57,9,Google Play Store,4.5.27,positive,2025-10
Commercial Bank of Ethiopia,Excellent experience with fast money transfer.,5,1.0,2025-09-04,4,46,6,Google Play Store,2.6.41,positive,2025-09
Commercial Bank of Ethiopia,Excellent experience with good customer support.,5,0.593,2025-01-07,3,48,6,Google Play Store,2.5.52,positive,2025-01
Dashen Bank,Disappointed with complex navigation issues.,1,-0.244,2025-05-05,1,44,5,Google Play Store,1.4.93,negative,2025-05
Commercial Bank of Ethiopia,Please fix the update issues problem!,1,-0.253,2025-11-09,0,37,6,Google Play Store,3.7.27,negative,2025-11
Commercial Bank of Ethiopia,I love how easy it is to do fast money transfer.,4,0.981,2025-01-02,4,48,11,Google Play Store,2.6.40,positive,2025-01
Commercial Bank of Ethiopia,I love how easy it is to do fast money transfer.,5,0.461,2025-06-10,4,48,11,Google Play Store,4.0.59,positive,2025-06
Commercial Bank of Ethiopia,I love how easy it is to do fast money transfer.,4,0.428,2025-01-12,1,48,11,Google Play Store,3.3.52,positive,2025-01
Bank of Abyssinia,The app works perfectly for smooth experience.,4,0.599,2025-09-28,4,46,7,Google Play Store,1.0.79,positive,2025-09
Bank of Abyssinia,Bank of Abyssinia has the best helpful support team feature.,5,0.642,2025-10-05,2,60,10,Google Play Store,3.3.1,positive,2025-10
Commercial Bank of Ethiopia,Please fix the update issues problem!,1,-0.277,2025-03-31,0,37,6,Google Play Store,1.0.31,negative,2025-03
Awash Bank,Awash Bank has the best helpful customer service feature.,5,0.87,2025-11-24,1,57,9,Google Play Store,2.8.14,positive,2025-11
Commercial Bank of Ethiopia,The app keeps having problems with slow loading time.,1,-0.584,2025-04-16,0,53,9,Google Play Store,2.2.61,negative,2025-04
Commercial Bank of Ethiopia,I love how easy it is to do convenient.,5,0.666,2025-01-24,2,39,9,Google Play Store,4.3.36,positive,2025-01
Commercial Bank of Ethiopia,The app keeps having problems with connection errors.,2,-0.639,2025-02-17,0,53,8,Google Play Store,2.1.75,negative,2025-02
Dashen Bank,Excellent experience with modern design.,4,0.647,2025-11-08,3,40,5,Google Play Store,2.5.40,positive,2025-11
Bank of Abyssinia,Please fix the transaction failures problem!,1,-0.433,2025-02-06,2,44,6,Google Play Store,2.4.29,negative,2025-02
Commercial Bank of Ethiopia,The app works perfectly for easy to use.,5,0.873,2025-10-11,5,40,8,Google Play Store,2.9.17,positive,2025-10
Commercial Bank of Ethiopia,I love how easy it is to do reliable service.,5,0.317,2025-11-03,5,45,10,Google Play Store,3.7.82,positive,2025-11
Commercial Bank of Ethiopia,I love how easy it is to do easy to use.,5,0.894,2025-05-29,4,40,11,Google Play Store,2.7.4,positive,2025-05
Bank of Abyssinia,Highly recommended for secure transactions.,5,0.771,2025-08-18,2,43,5,Google Play Store,2.9.15,positive,2025-08
Dashen Bank,The app works perfectly for modern design.,4,0.864,2025-10-14,4,42,7,Google Play Store,3.9.69,positive,2025-10
Dashen Bank,Excellent experience with modern design.,5,0.678,2025-08-21,2,40,5,Google Play Store,1.6.8,positive,2025-08
Commercial Bank of Ethiopia,Excellent experience with easy to use.,5,1.0,2025-08-05,5,38,6,Google Play Store,4.4.66,positive,2025-08
Commercial Bank of Ethiopia,"Frustrated with connection errors, needs immediate attention.",2,-0.496,2025-02-09,0,61,7,Google Play Store,1.7.98,negative,2025-02
Bank of Abyssinia,Disappointed with poor connectivity issues.,2,-0.492,2025-02-07,0,43,5,Google Play Store,1.2.1,negative,2025-02
Commercial Bank of Ethiopia,connection errors is making the app unusable.,1,-0.258,2025-03-22,1,45,7,Google Play Store,3.5.89,negative,2025-03
Dashen Bank,I love how easy it is to do quick setup.,4,0.399,2025-10-20,3,40,10,Google Play Store,4.2.75,positive,2025-10
Dashen Bank,The app works perfectly for innovative features.,5,0.966,2025-09-25,1,48,7,Google Play Store,4.0.38,positive,2025-09
Bank of Abyssinia,The app works perfectly for secure transactions.,4,1.0,2025-08-20,0,48,7,Google Play Store,2.6.20,positive,2025-08
Commercial Bank of Ethiopia,Disappointed with connection errors issues.,2,-0.207,2025-08-04,2,43,5,Google Play Store,1.0.50,negative,2025-08
Dashen Bank,Dashen Bank has the best quick setup feature.,4,0.965,2025-02-28,1,45,8,Google Play Store,2.2.52,positive,2025-02
Awash Bank,I love how easy it is to do useful features.,5,0.939,2025-11-17,1,44,10,Google Play Store,1.9.38,positive,2025-11
Awash Bank,The app keeps having problems with login troubles.,1,-0.481,2025-06-08,1,50,8,Google Play Store,2.3.62,negative,2025-06
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best easy to use feature.,5,0.989,2025-10-04,2,61,11,Google Play Store,1.6.13,positive,2025-10
Bank of Abyssinia,The app works perfectly for secure transactions.,5,0.561,2025-09-01,4,48,7,Google Play Store,2.0.17,positive,2025-09
Bank of Abyssinia,high fees is making the app unusable.,2,-0.44,2025-10-30,0,37,7,Google Play Store,4.9.73,negative,2025-10
Dashen Bank,The app works perfectly for modern design.,4,0.883,2025-03-06,2,42,7,Google Play Store,3.0.20,positive,2025-03
Awash Bank,Excellent experience with useful features.,4,0.584,2025-09-28,2,42,5,Google Play Store,4.5.96,positive,2025-09
Dashen Bank,"Frustrated with complex navigation, needs immediate attention.",1,-0.179,2025-06-04,0,62,7,Google Play Store,3.9.30,negative,2025-06
Commercial Bank of Ethiopia,"Frustrated with update issues, needs immediate attention.",1,-1.0,2025-08-16,2,57,7,Google Play Store,4.1.17,negative,2025-08
Awash Bank,I love how easy it is to do easy registration.,4,0.671,2025-10-11,1,46,10,Google Play Store,3.0.99,positive,2025-10
Dashen Bank,Highly recommended for innovative features.,5,0.882,2024-12-04,0,43,5,Google Play Store,3.3.3,positive,2024-12
Bank of Abyssinia,I love how easy it is to do smooth experience.,5,1.0,2025-07-17,3,46,10,Google Play Store,3.8.98,positive,2025-07
Commercial Bank of Ethiopia,update issues is making the app unusable.,2,-1.0,2025-11-12,3,41,7,Google Play Store,4.1.22,negative,2025-11
Commercial Bank of Ethiopia,Excellent experience with reliable service.,5,0.608,2025-07-10,1,43,5,Google Play Store,4.0.42,positive,2025-07
Commercial Bank of Ethiopia,Please fix the update issues problem!,2,-1.0,2024-12-31,1,37,6,Google Play Store,2.0.31,negative,2024-12
Dashen Bank,I love how easy it is to do innovative features.,4,0.658,2025-05-14,3,48,10,Google Play Store,3.7.70,positive,2025-05
Bank of Abyssinia,"Frustrated with transaction failures, needs immediate attention.",1,-0.612,2025-05-07,0,64,7,Google Play Store,4.7.7,negative,2025-05
Bank of Abyssinia,The app works perfectly for user-friendly interface.,5,0.862,2025-02-20,2,52,7,Google Play Store,1.1.6,positive,2025-02
Dashen Bank,Highly recommended for modern design.,4,0.58,2025-07-24,1,37,5,Google Play Store,1.6.27,positive,2025-07
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best reliable service feature.,5,0.702,2025-01-14,3,66,10,Google Play Store,3.9.8,positive,2025-01
Dashen Bank,Dashen Bank has the best good security feature.,5,0.55,2025-10-25,2,47,8,Google Play Store,3.3.18,positive,2025-10
Bank of Abyssinia,high fees is making the app unusable.,1,-0.267,2025-03-19,0,37,7,Google Play Store,2.1.75,negative,2025-03
Awash Bank,I love how easy it is to do easy registration.,5,0.671,2025-03-20,7,46,10,Google Play Store,1.2.95,positive,2025-03
Dashen Bank,The app keeps having problems with complex navigation.,1,-0.934,2025-10-07,0,54,8,Google Play Store,1.7.86,negative,2025-10
Commercial Bank of Ethiopia,app crashes frequently is making the app unusable.,2,-0.832,2025-07-04,1,50,8,Google Play Store,4.7.38,negative,2025-07
Bank of Abyssinia,Disappointed with buggy updates issues.,1,-0.821,2024-12-16,3,39,5,Google Play Store,2.8.32,negative,2024-12
Awash Bank,slow transactions is making the app unusable.,2,-0.528,2025-09-29,0,45,7,Google Play Store,3.7.9,negative,2025-09
Bank of Abyssinia,The app works perfectly for user-friendly interface.,5,1.0,2025-08-07,2,52,7,Google Play Store,4.7.0,positive,2025-08
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best good customer support feature.,4,0.624,2025-04-12,5,71,11,Google Play Store,4.6.11,positive,2025-04
Commercial Bank of Ethiopia,The app works perfectly for easy to use.,5,0.958,2025-01-04,1,40,8,Google Play Store,4.0.1,positive,2025-01
Bank of Abyssinia,The app works perfectly for secure transactions.,5,1.0,2025-07-16,3,48,7,Google Play Store,1.6.84,positive,2025-07
Bank of Abyssinia,Disappointed with transaction failures issues.,1,-1.0,2025-08-26,2,46,5,Google Play Store,2.6.36,negative,2025-08
Dashen Bank,The app works perfectly for innovative features.,5,1.0,2025-04-09,4,48,7,Google Play Store,3.1.19,positive,2025-04
Awash Bank,Please fix the slow transactions problem!,1,-0.64,2025-08-25,0,41,6,Google Play Store,4.6.16,negative,2025-08
Commercial Bank of Ethiopia,I love how easy it is to do easy to use.,5,1.0,2025-08-09,1,40,11,Google Play Store,2.8.61,positive,2025-08
Dashen Bank,Excellent experience with good security.,5,0.953,2025-08-04,4,40,5,Google Play Store,3.5.45,positive,2025-08
Dashen Bank,I love how easy it is to do innovative features.,4,1.0,2025-08-21,3,48,10,Google Play Store,2.0.61,positive,2025-08
Bank of Abyssinia,Bank of Abyssinia has the best secure transactions feature.,5,0.454,2025-10-20,7,59,9,Google Play Store,1.3.62,positive,2025-10
Bank of Abyssinia,"Frustrated with high fees, needs immediate attention.",2,-0.466,2025-07-11,0,53,7,Google Play Store,2.4.39,negative,2025-07
Bank of Abyssinia,I love how easy it is to do helpful support team.,4,0.946,2025-06-15,4,49,11,Google Play Store,1.0.35,positive,2025-06
Bank of Abyssinia,The app keeps having problems with high fees.,1,-0.616,2025-01-10,0,45,8,Google Play Store,2.7.10,negative,2025-01
Commercial Bank of Ethiopia,connection errors is making the app unusable.,1,-0.762,2024-12-24,3,45,7,Google Play Store,4.1.14,negative,2024-12
Bank of Abyssinia,Please fix the transaction failures problem!,1,-0.438,2025-08-01,1,44,6,Google Play Store,1.4.65,negative,2025-08
Commercial Bank of Ethiopia,Excellent experience with fast money transfer.,4,0.662,2025-06-29,1,46,6,Google Play Store,4.9.69,positive,2025-06
Dashen Bank,The app keeps having problems with complex navigation.,1,-0.841,2025-08-10,0,54,8,Google Play Store,2.0.64,negative,2025-08
Bank of Abyssinia,Excellent experience with helpful support team.,5,0.473,2025-09-01,4,47,6,Google Play Store,2.4.3,positive,2025-09
Commercial Bank of Ethiopia,"Frustrated with app crashes frequently, needs immediate attention.",1,-0.552,2025-06-25,0,66,8,Google Play Store,4.0.20,negative,2025-06
Awash Bank,login troubles is making the app unusable.,1,-0.881,2024-12-15,3,42,7,Google Play Store,1.0.4,negative,2024-12
Commercial Bank of Ethiopia,The app keeps having problems with login problems.,1,-0.592,2025-10-16,1,50,8,Google Play Store,4.0.39,negative,2025-10
Bank of Abyssinia,I love how easy it is to do user-friendly interface.,5,0.628,2024-12-05,4,52,10,Google Play Store,1.4.5,positive,2024-12
Bank of Abyssinia,I love how easy it is to do secure transactions.,5,0.89,2025-05-01,1,48,10,Google Play Store,2.2.64,positive,2025-05
Dashen Bank,I love how easy it is to do modern design.,5,1.0,2025-07-17,4,42,10,Google Play Store,1.6.9,positive,2025-07
Bank of Abyssinia,buggy updates is making the app unusable.,1,-0.437,2025-08-09,1,41,7,Google Play Store,1.1.70,negative,2025-08
Commercial Bank of Ethiopia,I love how easy it is to do convenient.,5,0.683,2025-01-10,1,39,9,Google Play Store,3.0.33,positive,2025-01
Commercial Bank of Ethiopia,Disappointed with connection errors issues.,2,-0.776,2025-02-28,1,43,5,Google Play Store,2.0.23,negative,2025-02
Dashen Bank,Highly recommended for innovative features.,4,0.377,2025-11-07,0,43,5,Google Play Store,2.0.74,positive,2025-11
Dashen Bank,I love how easy it is to do quick setup.,4,0.911,2025-07-18,5,40,10,Google Play Store,3.0.55,positive,2025-07
Bank of Abyssinia,Bank of Abyssinia has the best secure transactions feature.,4,0.612,2025-11-11,6,59,9,Google Play Store,1.5.17,positive,2025-11
Dashen Bank,Please fix the limited functionality problem!,1,-0.699,2025-10-27,2,45,6,Google Play Store,4.9.85,negative,2025-10
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best convenient feature.,5,1.0,2025-05-15,2,60,9,Google Play Store,1.1.87,positive,2025-05
Awash Bank,Highly recommended for helpful customer service.,5,0.462,2025-10-22,3,48,6,Google Play Store,1.9.21,positive,2025-10
Bank of Abyssinia,The app works perfectly for secure transactions.,5,0.493,2025-06-24,3,48,7,Google Play Store,2.4.30,positive,2025-06
Awash Bank,I love how easy it is to do helpful customer service.,5,0.684,2025-09-09,3,53,11,Google Play Store,4.5.41,positive,2025-09
Commercial Bank of Ethiopia,Highly recommended for fast money transfer.,4,0.821,2025-05-29,8,43,6,Google Play Store,1.4.79,positive,2025-05
Commercial Bank of Ethiopia,The app works perfectly for fast money transfer.,4,1.0,2025-07-17,7,48,8,Google Play Store,2.4.69,positive,2025-07
Commercial Bank of Ethiopia,The app works perfectly for good customer support.,5,0.907,2025-10-10,7,50,8,Google Play Store,2.1.31,positive,2025-10
Commercial Bank of Ethiopia,Please fix the connection errors problem!,2,-0.764,2025-01-07,1,41,6,Google Play Store,3.5.10,negative,2025-01
Commercial Bank of Ethiopia,"Frustrated with slow loading time, needs immediate attention.",1,-0.376,2025-05-16,0,61,8,Google Play Store,3.9.67,negative,2025-05
Bank of Abyssinia,The app works perfectly for secure transactions.,5,1.0,2025-06-07,0,48,7,Google Play Store,3.8.74,positive,2025-06
Bank of Abyssinia,I love how easy it is to do helpful support team.,5,1.0,2025-11-10,3,49,11,Google Play Store,1.2.40,positive,2025-11
Commercial Bank of Ethiopia,I love how easy it is to do fast money transfer.,5,0.526,2025-06-18,1,48,11,Google Play Store,1.8.73,positive,2025-06
Commercial Bank of Ethiopia,Highly recommended for convenient.,5,1.0,2025-06-23,5,34,4,Google Play Store,2.9.41,positive,2025-06
Dashen Bank,Dashen Bank has the best good security feature.,5,0.824,2025-11-30,1,47,8,Google Play Store,1.3.16,positive,2025-11
Dashen Bank,Excellent experience with good security.,4,1.0,2025-10-11,2,40,5,Google Play Store,3.7.46,positive,2025-10
Dashen Bank,Disappointed with sync issues issues.,2,-0.93,2025-09-21,1,37,5,Google Play Store,4.9.76,negative,2025-09
Bank of Abyssinia,I love how easy it is to do user-friendly interface.,5,0.514,2025-09-28,5,52,10,Google Play Store,4.0.16,positive,2025-09
Dashen Bank,I love how easy it is to do good security.,5,0.892,2025-10-21,1,42,10,Google Play Store,4.3.15,positive,2025-10
Bank of Abyssinia,Excellent experience with user-friendly interface.,5,0.63,2025-02-20,3,50,5,Google Play Store,2.0.44,positive,2025-02
Bank of Abyssinia,The app works perfectly for helpful support team.,5,0.623,2025-09-19,2,49,8,Google Play Store,4.8.82,positive,2025-09
Commercial Bank of Ethiopia,The app works perfectly for easy to use.,5,1.0,2025-10-09,0,40,8,Google Play Store,4.5.47,positive,2025-10
Dashen Bank,Disappointed with limited functionality issues.,2,-0.762,2024-12-07,1,47,5,Google Play Store,3.0.90,negative,2024-12
Bank of Abyssinia,Highly recommended for smooth experience.,5,0.699,2025-08-14,0,41,5,Google Play Store,4.3.36,positive,2025-08
Commercial Bank of Ethiopia,Please fix the login problems problem!,1,-0.962,2025-11-20,0,38,6,Google Play Store,3.3.80,negative,2025-11
Bank of Abyssinia,Please fix the poor connectivity problem!,2,-0.388,2025-02-06,2,41,6,Google Play Store,4.8.9,negative,2025-02
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best easy to use feature.,5,0.609,2025-10-01,4,61,11,Google Play Store,2.8.98,positive,2025-10
Dashen Bank,Highly recommended for good security.,5,0.572,2025-07-09,2,37,5,Google Play Store,1.1.13,positive,2025-07
Bank of Abyssinia,Bank of Abyssinia has the best secure transactions feature.,4,0.799,2025-04-26,2,59,9,Google Play Store,2.1.26,positive,2025-04
Awash Bank,Highly recommended for easy registration.,4,0.312,2025-01-16,2,41,5,Google Play Store,2.0.86,positive,2025-01
Commercial Bank of Ethiopia,Highly recommended for reliable service.,4,0.764,2025-05-30,1,40,5,Google Play Store,3.8.51,positive,2025-05
Dashen Bank,Highly recommended for innovative features.,5,0.298,2025-02-12,5,43,5,Google Play Store,3.6.57,positive,2025-02
Bank of Abyssinia,Excellent experience with user-friendly interface.,5,1.0,2025-05-04,3,50,5,Google Play Store,2.6.62,positive,2025-05
Dashen Bank,The app works perfectly for modern design.,5,0.899,2025-10-07,3,42,7,Google Play Store,2.6.22,positive,2025-10
Bank of Abyssinia,The app keeps having problems with buggy updates.,2,-0.457,2025-07-25,1,49,8,Google Play Store,3.3.33,negative,2025-07
Awash Bank,Please fix the outdated interface problem!,1,-0.336,2025-09-11,0,42,6,Google Play Store,3.4.97,negative,2025-09
Commercial Bank of Ethiopia,The app keeps having problems with update issues.,1,-0.584,2024-12-14,0,49,8,Google Play Store,2.6.50,negative,2024-12
Dashen Bank,I love how easy it is to do good security.,5,1.0,2025-11-20,4,42,10,Google Play Store,1.7.81,positive,2025-11
Commercial Bank of Ethiopia,Excellent experience with good customer support.,5,0.618,2025-01-07,2,48,6,Google Play Store,1.0.69,positive,2025-01
Bank of Abyssinia,Excellent experience with user-friendly interface.,5,0.852,2025-02-09,2,50,5,Google Play Store,3.7.46,positive,2025-02
Commercial Bank of Ethiopia,Excellent experience with good customer support.,5,0.405,2025-03-28,4,48,6,Google Play Store,1.3.26,positive,2025-03
Bank of Abyssinia,Please fix the transaction failures problem!,2,-0.392,2024-12-03,1,44,6,Google Play Store,1.8.3,negative,2024-12
Bank of Abyssinia,Bank of Abyssinia has the best secure transactions feature.,4,0.835,2025-05-30,5,59,9,Google Play Store,4.6.99,positive,2025-05
Bank of Abyssinia,I love how easy it is to do secure transactions.,5,0.388,2025-11-29,5,48,10,Google Play Store,4.7.89,positive,2025-11
Dashen Bank,Highly recommended for modern design.,4,0.553,2025-02-19,1,37,5,Google Play Store,2.3.77,positive,2025-02
Bank of Abyssinia,"Frustrated with poor connectivity, needs immediate attention.",1,-1.0,2024-12-31,0,61,7,Google Play Store,4.0.64,negative,2024-12
Bank of Abyssinia,Highly recommended for user-friendly interface.,4,0.405,2025-06-28,7,47,5,Google Play Store,1.9.2,positive,2025-06
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best fast money transfer feature.,5,0.579,2025-10-03,1,69,11,Google Play Store,4.1.2,positive,2025-10
Dashen Bank,The app works perfectly for modern design.,4,0.663,2025-03-31,0,42,7,Google Play Store,4.5.79,positive,2025-03
Bank of Abyssinia,The app works perfectly for user-friendly interface.,4,1.0,2025-03-07,1,52,7,Google Play Store,2.9.30,positive,2025-03
Commercial Bank of Ethiopia,Excellent experience with good customer support.,5,0.528,2025-10-18,5,48,6,Google Play Store,4.3.53,positive,2025-10
Bank of Abyssinia,Highly recommended for user-friendly interface.,4,0.922,2025-08-10,2,47,5,Google Play Store,4.4.25,positive,2025-08
Commercial Bank of Ethiopia,Disappointed with slow loading time issues.,2,-0.93,2024-12-12,1,43,6,Google Play Store,4.5.84,negative,2024-12
Bank of Abyssinia,I love how easy it is to do helpful support team.,5,0.641,2025-07-30,2,49,11,Google Play Store,3.3.12,positive,2025-07
Bank of Abyssinia,Highly recommended for helpful support team.,4,0.813,2025-06-08,3,44,6,Google Play Store,2.6.30,positive,2025-06
Commercial Bank of Ethiopia,login problems is making the app unusable.,1,-0.704,2025-07-22,1,42,7,Google Play Store,1.6.53,negative,2025-07
Bank of Abyssinia,The app works perfectly for helpful support team.,5,0.653,2025-09-04,3,49,8,Google Play Store,4.1.42,positive,2025-09
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best good customer support feature.,5,0.386,2025-08-09,2,71,11,Google Play Store,3.9.46,positive,2025-08
Dashen Bank,limited functionality is making the app unusable.,1,-1.0,2025-07-25,2,49,7,Google Play Store,4.9.89,negative,2025-07
Commercial Bank of Ethiopia,Highly recommended for reliable service.,5,0.944,2025-03-01,4,40,5,Google Play Store,3.8.28,positive,2025-03
Awash Bank,The app works perfectly for stable performance.,4,0.727,2025-07-14,7,47,7,Google Play Store,3.8.45,positive,2025-07
Bank of Abyssinia,transaction failures is making the app unusable.,1,-1.0,2025-10-12,0,48,7,Google Play Store,4.2.86,negative,2025-10
Dashen Bank,Excellent experience with good security.,5,1.0,2025-01-10,1,40,5,Google Play Store,1.6.29,positive,2025-01
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best fast money transfer feature.,5,0.969,2025-07-24,2,69,11,Google Play Store,2.9.25,positive,2025-07
Bank of Abyssinia,Bank of Abyssinia has the best smooth experience feature.,5,1.0,2025-06-13,0,57,9,Google Play Store,3.9.86,positive,2025-06
Bank of Abyssinia,Excellent experience with user-friendly interface.,5,0.837,2025-04-29,4,50,5,Google Play Store,1.1.23,positive,2025-04
Dashen Bank,Excellent experience with innovative features.,5,0.605,2025-09-09,3,46,5,Google Play Store,1.0.1,positive,2025-09
Dashen Bank,Dashen Bank has the best innovative features feature.,5,0.92,2025-05-21,6,53,8,Google Play Store,1.8.96,positive,2025-05
Bank of Abyssinia,Excellent experience with helpful support team.,5,0.948,2025-09-23,4,47,6,Google Play Store,2.5.97,positive,2025-09
Commercial Bank of Ethiopia,Excellent experience with convenient.,5,0.598,2025-01-01,6,37,4,Google Play Store,1.7.79,positive,2025-01
Dashen Bank,Highly recommended for quick setup.,4,0.527,2025-03-04,5,35,5,Google Play Store,3.7.82,positive,2025-03
Commercial Bank of Ethiopia,The app works perfectly for fast money transfer.,5,0.987,2025-04-12,4,48,8,Google Play Store,1.0.63,positive,2025-04
Awash Bank,Excellent experience with stable performance.,4,0.795,2025-05-03,7,45,5,Google Play Store,3.4.13,positive,2025-05
Dashen Bank,"Frustrated with error messages, needs immediate attention.",1,-1.0,2025-03-06,0,58,7,Google Play Store,3.4.60,negative,2025-03
